MLSNUM,LISTPRICE,ZIP,BEDS,BATHS,SQFT
71923955,224900.0,02359,2,1.5,1164
71924021,499000.0,02125,2,2.5,1190
71924045,245000.0,01970,1,1.0,811
71924086,319000.0,02536,2,2.5,1343
71924120,400000.0,02150,4,3.5,2302
71924145,369999.0,02135,2,1.0,835
71924211,269900.0,01970,2,2.0,860
71924289,565000.0,02360,2,3.5,2767
71924329,899900.0,01950,3,2.5,3201
71924335,1995000.0,02116,2,2.5,1486
71924394,299000.0,02072,2,2.0,1552
71924457,192500.0,01602,2,1.5,1100
71924605,320000.0,02081,2,2.5,1334
71924616,2200000.0,02108,2,2.5,3357
71924633,719000.0,02116,2,1.0,867
71924646,649000.0,02143,2,2.0,1252
71924653,825000.0,02446,3,2.0,1561
71924668,650000.0,02118,1,1.0,807
71924679,269900.0,02122,2,1.0,1042
71924718,169900.0,01923,2,1.0,820
71924755,989000.0,02127,2,2.5,1500
71924782,185000.0,01364,2,3.0,1799
71924788,109000.0,02302,2,2.0,1098
71924794,445000.0,02114,1,1.0,585
71924863,279900.0,02673,2,2.5,1408
71924871,230000.0,01863,2,1.5,1338
71924921,490000.0,02116,1,1.0,460
71924977,299000.0,02128,2,1.0,936
71925032,144900.0,02145,0,1.0,200
71925122,724800.0,02145,2,2.5,2318
71925128,305500.0,02149,2,2.0,1015
71925139,182500.0,02333,2,1.5,1152
71925180,839900.0,02144,2,3.0,1954
71925226,69900.0,01605,2,1.0,808
71925227,399000.0,02446,2,0.5,1505
71925250,439900.0,02453,3,3.5,1879
71925282,399900.0,02453,2,2.0,1553
71925311,79900.0,03865,2,1.0,742
71925316,875000.0,01945,3,2.0,1800
71925319,255000.0,02478,1,1.0,517
71925331,528000.0,02129,1,1.5,883
71925334,689000.0,02129,2,2.0,1023
71925346,299900.0,02144,1,1.0,610
71925359,725000.0,02116,1,1.0,713
71925401,219900.0,01752,2,1.5,1218
71925408,319900.0,02472,2,1.0,1311
71925426,239900.0,02766,3,1.5,1736
71925430,179900.0,01604,2,2.0,1700
71925435,249000.0,01966,2,1.5,990
71925480,179900.0,02343,2,2.0,940
71925515,549000.0,02130,2,2.0,1302
71925533,1079000.0,02458,4,4.0,3200
71925572,304900.0,01960,2,2.0,1535
71925601,79900.0,01440,2,1.5,1024
71925614,569000.0,02472,3,2.5,1700
71925621,105000.0,02745,2,1.0,745
71925639,429000.0,02474,2,1.0,1032
71925644,479000.0,02474,2,1.0,1038
71925653,525000.0,02109,1,1.0,795
71925662,124987.0,01075,2,1.5,1216
71925670,572500.0,01950,2,3.5,2029
71925672,239000.0,02494,1,1.0,452
71925680,264900.0,02180,2,2.0,1050
71925693,215000.0,02043,2,1.0,945
71925696,185000.0,02093,2,1.5,1044
71925706,599900.0,02141,2,2.0,800
71925752,474900.0,02339,2,2.5,2258
71925754,375000.0,01950,2,2.0,1389
71925780,94500.0,02703,2,1.0,732
71925791,749000.0,02114,2,1.0,871
71925830,265000.0,02453,1,1.0,703
71925849,270000.0,02169,2,1.5,1310
71925867,1850000.0,02108,2,2.5,1819
71925869,505000.0,02465,3,1.0,1164
71925871,439000.0,02540,2,2.5,1362
71925906,239000.0,02148,1,1.0,746
71926006,159900.0,02324,2,1.0,1011
71926012,204900.0,01510,2,1.5,1660
71926080,259000.0,02119,2,1.0,535
71926101,279900.0,02072,2,1.5,1200
71926191,245000.0,01834,2,1.5,1293
71926295,229000.0,01960,2,1.5,1332
71926297,439000.0,01966,3,2.0,1270
71926310,169900.0,02189,1,1.0,680
71926416,235000.0,01801,2,1.0,864
71926424,389000.0,02128,2,1.5,1030
71926628,219900.0,02150,2,2.0,1035
71926632,174900.0,03038,2,1.5,1469
71926676,179000.0,02122,2,1.0,715
71926690,649000.0,02127,2,2.0,1206
71926700,179900.0,01830,2,1.5,1600
71926744,389900.0,02048,2,2.5,1700
71926796,124800.0,01752,2,1.0,861
71926833,129900.0,01830,3,2.0,1315
71926862,319900.0,03076,2,2.0,1476
71926903,475000.0,02109,1,1.0,823
71926949,1049000.0,02110,2,2.0,1215
71926984,346500.0,03076,2,2.0,1557
71927024,84000.0,01537,2,1.0,1050
71927048,425000.0,01945,2,1.5,1200
71927075,439000.0,02116,0,1.0,450
71927078,449900.0,01950,2,1.5,1249
71927170,999000.0,02118,2,2.0,1326
71927214,189900.0,01852,2,1.5,1258
71927226,199900.0,02673,2,2.0,1260
71927268,119900.0,01905,2,1.5,1116
71927289,399000.0,02130,2,1.0,1082
71927300,464900.0,01949,2,2.5,2500
71927325,152900.0,06255,2,1.5,1688
71927351,2495000.0,02116,4,2.5,2118
71927369,229000.0,02180,1,1.5,858
71927373,499000.0,02446,2,1.0,896
71927377,209000.0,01505,2,1.5,1252
71927391,499000.0,02474,2,2.0,1353
71927424,269900.0,01754,2,2.0,2280
71927431,519000.0,02540,2,2.5,1630
71927434,374000.0,02155,2,2.0,1100
71927503,479900.0,01863,2,2.5,2220
71927512,129900.0,03865,2,1.5,1050
71927535,314900.0,01970,2,2.5,1955
71927553,169900.0,02751,2,2.0,1152
71927564,899000.0,02116,2,1.5,1050
71927580,445000.0,02131,3,3.0,1275
71927620,299900.0,02127,1,1.0,550
71927624,329500.0,01938,1,1.0,1077
71927691,259900.0,01876,2,1.5,1274
71927738,150000.0,01845,2,1.0,1156
71927795,200000.0,01867,1,1.0,834
71927803,182900.0,02452,1,1.0,430
71927804,619000.0,02110,1,1.0,750
71927844,144900.0,01970,1,1.0,506
71927913,182900.0,01832,2,1.5,1259
71927956,649000.0,02130,3,2.0,1367
71928025,190000.0,01854,2,1.5,1030
71928027,699617.0,02127,2,2.0,1368
71928035,449900.0,02451,2,2.0,1427
71928055,349974.0,02128,2,1.5,1141
71928107,415000.0,02115,0,1.0,480
71928109,239000.0,02148,2,2.0,1085
71928111,295000.0,01950,2,2.0,890
71928139,289900.0,02038,2,2.0,1454
71928140,140000.0,10826,2,1.0,1014
71928198,369900.0,01940,2,2.5,1993
71928228,789000.0,02474,3,2.5,2214
71928286,199000.0,01864,2,1.0,979
71928327,189900.0,01749,2,2.0,910
71928341,399000.0,02472,2,2.0,918
71928343,557999.0,02145,2,3.0,1300
71928345,789000.0,02474,3,2.5,2214
71928358,369000.0,01773,2,1.5,1114
71928365,359000.0,01970,2,2.5,1891
71928376,549900.0,02141,2,1.5,928
71928383,134900.0,02072,2,1.0,850
71928409,209900.0,01826,2,1.5,1280
71928413,725000.0,02141,2,2.0,952
71928414,600000.0,02476,4,2.0,2220
71928420,295000.0,01742,1,1.0,972
71928460,117500.0,02301,1,1.0,644
71928466,1549000.0,02116,3,2.5,1305
71928481,549000.0,02109,2,1.0,750
71928515,449900.0,02145,2,1.5,1280
71928541,349900.0,01095,2,3.0,1788
71928573,159900.0,01930,2,1.0,733
71928582,1079000.0,02458,4,4.0,3200
71928609,229900.0,01810,3,2.0,1163
71928637,449900.0,01886,2,2.5,1920
71928651,569000.0,02445,1,1.0,860
71928652,314900.0,02176,2,1.0,1332
71928667,429900.0,01876,3,2.5,2135
71928669,235000.0,02150,1,1.0,543
71928674,274500.0,02649,2,1.5,1280
71928702,459000.0,01773,3,3.0,1625
71928706,299900.0,01950,2,2.0,1160
71928708,209900.0,01923,3,1.5,1210
71928716,699000.0,02446,1,1.5,1220
71928734,208900.0,01906,2,1.0,915
71928735,489900.0,02035,2,2.5,2306
71928776,119900.0,01852,2,1.0,918
71928909,159900.0,01527,2,1.5,1188
71928966,465000.0,02140,2,1.0,904
71929004,219900.0,01604,2,2.0,1162
71929042,1550000.0,02111,2,2.0,1301
71929058,179900.0,01864,2,1.0,835
71929062,132000.0,01002,1,1.0,650
71929065,99900.0,01702,1,1.5,609
71929120,389900.0,01760,3,2.5,1731
71929124,179900.0,01803,1,1.0,700
71929217,189900.0,02375,2,1.5,1052
71929364,369900.0,02151,3,2.5,2160
71929375,184900.0,01864,2,1.0,835
71929388,87500.0,02050,1,1.0,685
71929398,379900.0,02151,3,2.5,2160
71929528,559000.0,02116,1,1.0,750
71929550,375000.0,02135,2,1.0,850
71929592,115000.0,02360,2,1.0,895
71929748,339900.0,02021,2,2.5,1242
71929756,484900.0,02332,3,2.5,1840
71929774,209900.0,02359,2,1.5,1277
71929784,197000.0,01747,2,1.5,1440
71929909,118000.0,02655,1,1.0,406
71929947,329000.0,02132,2,1.0,826
71929990,399000.0,02446,1,1.0,725
71930049,419000.0,02120,2,1.0,1266
71930073,319900.0,02127,1,1.0,519
71930147,2000000.0,02215,2,2.5,1835
71930158,529000.0,02118,1,1.0,960
71930223,130000.0,01850,2,1.0,1100
71930278,269000.0,02127,1,1.0,385
71930286,424900.0,02043,2,2.0,1162
71930288,292900.0,01950,2,1.0,1145
71930330,489000.0,02125,2,1.5,1437
71930344,626500.0,02118,2,1.0,1046
71930346,489900.0,01863,3,2.5,1881
71930349,549900.0,02127,2,1.0,930
71930361,739000.0,02127,2,2.5,2111
71930390,419900.0,02474,2,1.0,1025
71930395,297000.0,01721,2,2.5,1782
71930403,1499000.0,02118,2,3.0,1584
71930414,2270000.0,02115,2,2.0,1912
71930422,559000.0,02138,2,1.0,1031
71930449,239900.0,01721,2,2.5,1345
71930492,259900.0,01915,2,1.0,959
71930508,499000.0,02124,2,2.0,1350
71930519,1099000.0,02127,2,2.5,1500
71930570,479000.0,02124,3,2.5,1842
71930587,279900.0,02170,2,1.0,926
71930607,439000.0,02130,2,1.0,1019
71930609,279900.0,01545,2,2.0,1665
71930636,399000.0,02134,3,1.0,1280
71930675,179000.0,03060,3,2.5,1566
71930683,289000.0,02134,2,1.0,703
71930717,184900.0,01880,1,1.0,560
71930719,144900.0,01830,2,1.0,792
71930732,669900.0,02143,3,2.0,1250
71930743,99900.0,01852,2,1.0,686
71930757,799000.0,02130,3,2.0,1351
71930797,639000.0,02144,2,2.0,1177
71930831,259000.0,02043,2,1.5,1092
71930843,399000.0,02127,1,1.0,640
71930844,219900.0,02190,2,1.0,1250
71930859,249900.0,02451,2,1.0,696
71930901,479000.0,02127,2,1.5,845
71930915,475000.0,01803,2,2.5,1353
71930961,179900.0,01852,2,1.5,1232
71930981,495000.0,02155,2,2.0,1229
71930985,250000.0,02169,1,1.0,755
71931029,389900.0,02131,2,2.0,1015
71931048,129900.0,02050,2,1.0,923
71931054,55000.0,01610,2,1.0,785
71931070,319900.0,02155,2,1.0,986
71931095,498900.0,02476,2,2.0,1530
71931223,175900.0,01867,2,1.0,772
71931236,250000.0,02062,1,1.0,718
71931262,639000.0,02446,2,1.0,930
71931265,449900.0,02458,3,2.0,1240
71931281,429000.0,02139,1,1.0,742
71931295,499900.0,02215,1,1.0,663
71931343,183900.0,01473,3,1.5,1404
71931344,249900.0,02472,2,1.0,730
71931353,597000.0,02446,2,2.0,1102
71931372,344000.0,01970,2,2.0,1369
71931378,189900.0,01845,3,2.0,1300
71931408,382000.0,02081,3,2.5,2290
71931413,369900.0,02155,2,1.0,823
71931447,249900.0,01950,1,1.0,677
71931480,174900.0,02152,2,1.0,782
71931482,479900.0,02150,2,2.5,2423
71931515,129900.0,02190,1,1.0,738
71931545,517500.0,02452,2,2.0,1465
71931564,459000.0,02467,1,1.5,899
71931576,534900.0,02472,3,2.0,1694
71931583,248000.0,02150,1,1.0,852
71931642,359000.0,02124,2,1.0,1339
71931731,639000.0,02108,1,1.0,764
71931734,259900.0,02171,1,1.0,640
71931758,131000.0,02360,2,1.0,1044
71931768,209000.0,02150,1,1.0,608
71931797,264900.0,02184,3,2.0,1105
71931822,154900.0,02184,2,1.0,620
71931931,260000.0,02150,3,1.0,939
71933044,165000.0,02324,2,1.5,1152
71933078,84900.0,03865,2,1.0,796
71933123,159900.0,03865,2,1.5,1152
71933124,259900.0,01844,2,2.5,1829
71933155,439000.0,02127,2,1.0,892
71933165,209900.0,01852,2,1.5,1253
71933178,159900.0,01821,2,1.0,800
71933182,279900.0,02351,2,2.0,1340
71933234,529000.0,02124,2,2.0,1350
71933236,525000.0,02124,2,2.0,1350
71933254,264900.0,02141,0,1.0,297
71933297,304900.0,03811,2,2.5,2283
71933311,599999.0,02110,1,1.0,604
71933345,139000.0,01970,1,1.0,602
71933353,625000.0,02118,2,1.0,881
71933381,565000.0,02360,3,3.5,2967
71933431,64900.0,01510,2,1.0,509
71933454,229500.0,01718,2,1.5,1540
71933463,213000.0,02038,3,1.5,1287
71933537,419900.0,01760,2,2.0,1310
71933542,184900.0,01864,2,1.0,965
71933596,435000.0,01886,3,3.0,2365
71933652,899000.0,02467,2,2.0,1225
71933666,499000.0,02115,1,1.0,685
71933714,299000.0,02125,2,1.0,1057
71933739,299800.0,01718,3,2.5,1536
71933747,119000.0,01852,1,1.0,596
71933748,799000.0,02127,3,2.5,1711
71933757,234900.0,02148,1,1.0,695
71933804,194900.0,01522,3,1.5,1782
71933833,425000.0,02127,1,1.0,574
71933837,450000.0,02130,2,2.0,816
71933845,429900.0,02150,3,2.5,2425
71933881,345000.0,02132,2,1.0,995
71933888,458000.0,02467,1,1.5,899
71933970,410000.0,02116,1,1.0,456
71934022,499000.0,02118,1,1.0,855
71934033,285000.0,02180,2,1.5,1205
71934144,369000.0,01876,3,2.5,1700
71934171,1285000.0,02118,2,2.5,1424
71934182,379000.0,02155,2,2.0,1031
71934191,569000.0,02138,1,1.0,1079
71934222,525000.0,02130,2,1.0,1140
71934236,429000.0,02134,2,1.5,875
71934281,149000.0,01545,2,1.5,935
71934288,1495000.0,02116,2,2.0,1314
71934291,549900.0,01890,3,2.5,1668
71934292,269900.0,02128,1,1.0,448
71934295,579000.0,02116,1,1.0,559
71934305,1190000.0,02458,4,3.0,4226
71934309,245000.0,01604,3,3.0,1723
71934315,995000.0,02114,3,2.0,1515
71934318,415000.0,02045,2,2.0,1699
71934336,359000.0,02130,1,1.0,724
71934341,839000.0,02465,3,3.0,2145
71934361,199000.0,02132,2,1.0,880
71934374,538000.0,02143,3,1.0,1028
71934380,825000.0,02465,3,3.0,2145
71934381,99900.0,01810,0,1.0,480
71934388,290000.0,02131,1,1.0,730
71934393,300000.0,02215,0,1.0,293
71934398,119900.0,02048,2,1.0,766
71934428,277500.0,02760,2,2.0,1659
71934432,400000.0,02453,4,2.0,1500
71934444,675000.0,02446,2,1.0,1115
71934476,449900.0,02140,1,1.0,1300
71934481,560000.0,02144,2,1.0,1563
71934498,169900.0,02180,2,1.0,868
71934508,231500.0,01721,2,2.0,1228
71934571,299000.0,01960,2,2.0,1302
71934578,549900.0,02140,3,2.0,1141
71934621,234900.0,01876,2,1.5,1039
71934672,154900.0,01852,2,1.5,1428
71934674,335000.0,02125,1,1.5,1050
71934688,499900.0,01757,2,2.5,2378
71934698,799000.0,02111,1,2.0,1374
71934720,529000.0,02129,2,1.0,740
71934750,155900.0,02093,1,1.0,896
71934755,235000.0,02171,1,1.0,896
71934803,334900.0,02148,3,1.5,1271
71934826,799000.0,02118,1,1.0,702
71934842,165000.0,01002,2,1.0,992
71934873,339900.0,01913,2,1.5,1840
71934880,299900.0,02176,2,2.0,1252
71934882,198895.0,01430,2,2.0,1200
71934889,459900.0,02446,1,1.0,837
71934906,194999.0,01749,2,2.0,910
71935012,329000.0,02125,2,1.0,1000
71935014,449000.0,02446,1,1.0,660
71935057,219000.0,01701,2,1.5,981
71935076,279900.0,01519,2,2.5,1574
71935115,739000.0,02127,2,2.5,1350
71935192,799900.0,02446,2,2.0,1560
71935256,189000.0,01952,2,1.0,437
71935283,219900.0,02474,2,1.0,665
71935361,462500.0,01890,2,2.0,1159
71935434,179900.0,01845,2,1.0,884
71935506,419900.0,01886,2,2.5,1980
71935517,450000.0,02135,3,2.0,1052
71935591,130000.0,02301,2,2.0,1155
71935611,289900.0,01867,2,2.0,1113
71935613,154900.0,02191,2,1.0,760
71935631,389000.0,02169,2,1.5,1186
71935645,234900.0,02341,2,1.5,1368
71935865,99900.0,01085,2,1.0,864
71935902,439000.0,02420,2,2.0,1390
71935909,189900.0,01915,1,1.0,680
71936105,439000.0,02494,2,2.0,1032
71936118,189000.0,02132,1,1.0,552
71936144,1725000.0,02459,3,4.5,3128
71936255,428000.0,02127,2,1.0,975
71936258,369900.0,02169,2,1.5,1432
71936376,184990.0,02176,1,1.0,755
71936433,219900.0,02148,2,2.0,947
71936571,139975.0,01702,2,1.0,803
71936591,239000.0,02191,1,1.0,710
71936660,224900.0,02368,2,2.5,1780
71936670,345000.0,02130,2,1.0,760
71936698,189900.0,02132,2,1.0,860
71936733,769900.0,01760,3,2.5,2256
71936735,126900.0,01830,2,1.0,866
71936933,849000.0,02129,3,1.5,1424
71936961,289000.0,02145,2,1.0,696
71936972,224900.0,01854,2,2.0,1099
71936990,118500.0,01913,1,1.0,640
71937079,499000.0,02116,1,1.0,525
71937090,322000.0,01949,1,2.0,1209
71937153,227900.0,01520,2,2.5,1725
71937188,75000.0,03053,2,1.5,1240
71937196,698000.0,02139,2,1.0,1222
71937271,799000.0,02446,2,2.0,1241
71937305,289000.0,02135,1,1.0,614
71937310,740000.0,02109,2,2.0,1120
71937330,299000.0,02128,2,1.0,936
71937460,499000.0,02138,2,2.0,1112
71937487,187000.0,02760,2,1.5,1458
71937512,269900.0,02135,1,1.0,559
71937568,399900.0,02130,2,1.0,860
71937583,419000.0,02130,2,1.0,995
71937603,250000.0,01810,3,2.0,1163
71937605,429000.0,02127,2,1.0,707
71937606,995000.0,02116,2,2.0,1070
71937628,785000.0,02210,1,1.0,1415
71937642,239900.0,02169,2,1.5,920
71937693,170000.0,01890,1,1.0,606
71937715,159900.0,02302,2,1.5,1300
71937717,399900.0,02453,2,2.0,1033
71937723,109900.0,01960,1,1.0,635
71937735,295000.0,01432,3,3.0,2300
71937747,99500.0,01830,2,1.5,906
71937818,350000.0,02155,2,1.0,945
71937833,339000.0,02472,2,1.0,874
71937885,350000.0,02150,1,1.0,1147
71937887,439900.0,02360,2,2.0,1282
71937899,649000.0,02143,2,2.5,1277
71938014,1325000.0,02129,2,2.0,1635
71938017,2095000.0,02116,3,2.5,1863
71938075,469000.0,02127,2,1.0,708
71938080,1200000.0,02116,2,2.0,1184
71938099,459900.0,02359,2,2.5,2028
71938116,274900.0,02370,2,2.5,1356
71938120,149900.0,01832,2,1.5,1091
71938156,899900.0,02141,2,2.0,1261
71938175,415000.0,02155,2,2.0,1178
71938198,385000.0,01570,2,2.5,1874
71938210,242900.0,01757,2,2.5,1568
71938262,199900.0,02038,2,1.0,1084
71938264,649900.0,02131,4,2.5,2100
71938375,197000.0,02062,2,1.0,827
71938406,219900.0,01757,2,2.0,1502
71938434,214900.0,02151,2,1.0,913
71938443,199900.0,01867,2,1.0,772
71938455,519000.0,02127,2,1.0,953
71938579,327000.0,02631,2,2.0,1190
71938630,565000.0,02420,3,2.5,1480
71938664,215000.0,01001,2,1.5,1428
71938690,1425000.0,02139,3,3.5,2338
71938751,599900.0,02476,4,2.0,1880
71939016,379900.0,02360,3,2.5,1697
71939019,140000.0,01089,0,1.0,352
71939062,599900.0,02453,3,3.0,2200
71939090,169900.0,02152,2,1.0,782
71939099,359900.0,03865,2,2.0,1750
71939159,204900.0,02072,2,2.0,966
71939188,195000.0,01863,2,1.5,1136
71939350,209900.0,01844,2,2.0,1145
71939374,1575000.0,02118,2,1.0,1440
71939384,242000.0,02150,2,1.5,1200
71939405,162000.0,03054,2,2.0,1441
71939738,134900.0,01749,2,1.0,957
71939772,109900.0,01545,1,1.0,685
71939819,325000.0,02472,1,1.0,736
71939842,145000.0,01830,2,1.5,1020
71939883,800000.0,02460,3,2.5,2080
71939886,330000.0,02184,1,1.0,1030
71939894,243900.0,02375,2,2.5,1989
71939969,329000.0,02130,2,1.0,780
71940065,725000.0,02115,2,1.0,690
71940093,179900.0,01852,2,1.5,1226
71940097,276950.0,02760,2,1.5,1455
71940104,339900.0,02472,2,1.0,984
71940224,768000.0,02445,2,2.0,1150
71940290,379900.0,02155,2,2.0,1218
71940310,957000.0,02111,2,1.0,1296
71940351,659000.0,02118,2,1.0,789
71940401,528700.0,02464,2,2.0,1209
71940568,423900.0,02127,1,1.0,754
71940640,689000.0,02129,2,2.0,1330
71940737,175380.0,01901,2,1.0,1110
71940748,119900.0,01850,2,1.0,1100
71940816,725000.0,02110,1,1.0,862
71940903,124500.0,01604,2,1.5,864
71940963,295000.0,02180,2,2.0,1186
71941050,148500.0,01970,2,1.0,732
71941190,599000.0,02118,2,1.0,758
71941270,465000.0,02215,1,1.0,524
71941365,139900.0,02649,2,1.0,864
71941406,137000.0,03865,1,1.5,1050
71941528,209000.0,02021,2,1.0,870
71941556,248000.0,02171,1,1.0,697
71941837,460000.0,02465,2,1.0,1131
71941894,329900.0,01970,2,2.5,2340
71941917,132000.0,01720,2,1.0,905
71942087,52900.0,01830,1,1.0,551
71942153,365000.0,02135,2,1.0,790
71942206,1545000.0,02468,4,3.5,3300
71942237,339900.0,01867,2,1.5,1178
71942243,469900.0,02139,2,1.0,692
71942284,829000.0,02110,1,1.0,777
71942489,429900.0,02155,2,2.0,1333
71942856,179900.0,01810,2,1.0,1084
71942917,669000.0,02145,2,2.0,1252
71943258,139800.0,02360,2,1.5,1018
71943295,389999.0,02170,3,1.5,1734
71943359,199900.0,01970,3,2.5,1340
71943444,145000.0,01890,1,1.0,385
71943744,459900.0,02360,2,2.5,2090
71943842,124900.0,02150,2,1.0,0
71943865,147500.0,01752,2,2.0,1051
71943886,295000.0,02143,2,1.0,0
71944019,73000.0,02720,1,1.0,691
71944310,375000.0,02464,1,1.5,948
71944882,475000.0,02464,2,2.0,1242
71945155,720000.0,01864,3,2.5,2000
71945287,232000.0,01851,4,1.5,1500
71945743,198888.0,02171,1,1.0,644
71946290,579000.0,02109,2,1.0,805
71948637,89000.0,02370,2,1.5,765
71949824,642500.0,02119,3,2.5,1785
71952614,339900.0,01860,2,1.5,1210
71591096,575000.0,01095,3,3.5,2637
71636098,587500.0,02045,2,2.5,1885
71643699,217900.0,01001,2,1.5,1300
71674775,369000.0,02189,2,2.5,1780
71676546,519000.0,02066,2,2.5,1500
71700179,225000.0,01826,2,1.5,1153
71711951,179500.0,01106,3,2.5,1352
71720499,108900.0,01603,2,2.0,1855
71721850,95000.0,01603,2,2.0,1047
71751884,99900.0,01535,3,1.5,1489
71757604,100000.0,01453,2,1.5,1244
71758379,179900.0,01060,2,1.0,890
71759360,299000.0,02359,2,1.5,1118
71769209,235000.0,01907,3,2.0,1928
71769763,429900.0,02360,2,2.0,1700
71775408,900000.0,01810,2,4.5,3600
71778494,99900.0,01852,1,1.0,770
71781151,737000.0,01776,2,3.0,2327
71784918,185000.0,01522,2,3.0,1800
71790341,398000.0,01062,2,2.0,1555
71791917,259000.0,02359,1,1.0,885
71794212,640000.0,02332,2,2.5,2300
71798504,78900.0,01510,2,1.0,752
71798706,649000.0,02052,2,2.5,1795
71798730,427900.0,02649,2,2.0,1600
71798732,392900.0,02649,2,2.0,1600
71802286,93000.0,01440,2,1.5,1184
71802917,209000.0,02368,2,2.5,1780
71803965,399900.0,02762,3,2.5,1687
71804287,74900.0,03053,2,1.0,720
71808144,579900.0,01810,3,2.5,1896
71808145,635000.0,01810,3,2.5,2270
71808450,1350000.0,02138,2,3.5,1970
71808477,449000.0,02453,4,2.0,1300
71810530,375000.0,02649,2,2.5,2169
71810924,310000.0,01450,2,2.0,1944
71815560,189000.0,02703,3,1.5,1360
71825802,439000.0,02453,3,2.0,1773
71827377,485200.0,01969,2,2.5,2100
71828105,303400.0,01564,2,2.5,1804
71829594,219900.0,01970,2,1.5,1283
71829844,589000.0,02360,3,3.5,2590
71830340,169000.0,01915,2,1.0,717
71831344,91900.0,02703,2,1.0,956
71831749,229900.0,02571,3,2.0,2126
71832096,279000.0,01945,1,1.0,600
71832989,68000.0,02720,2,1.0,1008
71833832,845000.0,01778,2,2.5,2490
71834740,308400.0,01564,2,2.5,1804
71835626,204900.0,01464,3,1.5,1460
71837287,519000.0,02130,3,2.0,1106
71839719,214900.0,01569,3,1.5,1800
71841315,69000.0,01543,2,1.0,799
71842989,127900.0,01581,1,1.0,627
71843026,649000.0,02649,4,3.5,2290
71845173,315000.0,02740,3,1.0,1665
71845179,129900.0,01033,2,1.5,1050
71847018,169900.0,02151,2,2.0,892
71847565,609900.0,01701,3,2.5,2330
71848267,197000.0,01749,1,2.0,1116
71848413,150000.0,02760,2,1.5,927
71849877,329000.0,02359,2,2.0,1263
71850822,149900.0,01902,2,2.0,949
71851999,155000.0,02301,3,1.5,1056
71852665,429000.0,02360,3,3.5,3563
71852900,615000.0,02116,0,1.0,610
71853009,294900.0,01845,2,2.0,1274
71853448,194900.0,01844,4,1.0,1701
71855850,324900.0,01778,3,1.0,1654
71856858,377535.0,01432,3,2.5,2121
71856886,3600000.0,02108,3,3.0,2415
71858103,1050000.0,02111,1,1.0,1878
71858301,4350000.0,02111,4,3.5,3263
71858979,609900.0,01701,3,2.5,2422
71858993,609900.0,01701,3,2.5,2564
71859881,399900.0,01901,2,2.5,1650
71859951,625000.0,01748,2,2.5,2528
71860514,225000.0,01519,2,2.5,1521
71861212,384900.0,02341,2,2.5,2142
71862381,319900.0,02169,3,1.5,1427
71862638,159900.0,02184,2,1.0,620
71862768,153900.0,01001,2,1.5,1428
71863132,1879000.0,02116,1,1.5,1125
71864026,449900.0,01876,2,2.5,1850
71864246,599900.0,02143,2,2.5,1200
71864975,529900.0,02143,3,1.5,1173
71865569,329000.0,02332,2,2.5,1882
71865597,389900.0,02169,3,1.5,1400
71865757,170000.0,01902,2,1.5,1345
71866547,147900.0,02720,2,2.0,1200
71867190,42900.0,02720,1,1.0,492
71867196,45900.0,02720,2,1.0,499
71867202,42900.0,02720,1,1.0,425
71869335,495888.0,02152,3,2.0,1993
71869452,300000.0,02038,2,2.5,1846
71869573,359900.0,03865,2,2.0,1750
71869901,174500.0,01757,3,1.0,1165
71870277,58900.0,01510,1,1.0,664
71870338,131900.0,01832,2,1.0,757
71870461,349900.0,01609,2,2.0,1656
71870899,169900.0,01085,3,2.0,1642
71871551,189000.0,01970,2,1.0,1066
71871754,849900.0,01778,2,2.5,2490
71871807,205900.0,02151,2,1.0,760
